rating,comment
1,"Excelente producto, me encanto. Las luces muy brillantes además con el pegamento es muy sencillo de colocar. Definitivamente lo volvería a comprar."
1,
1,Está genial alumbran bastante me gusta mucho que la app es muy intuitiva y cuando cantas las luces reaccionan al sonido.
1,
1,"Las luces son hermosas, cambian de color a cada rato e ilumina muy bien, es muy largo cubrió el perímetro de una habitación.
Lo recomiendo es de buena calidad."
1,Exelentes luces 💯 por viento recomendables geniales ! fácil instalación !! y se ven geniales.
0,"No era lo que esperaba, nunca se menciona en el anuncio que trae tela, siempre enuncia que es piel deberían de decir que traen tela."
1,"Los forros no son de medida universal, son para auto pequeño."
1,Me gustaron mucho la verdad lo que pasa que los asientos que traigo adelante en el vocho son de un audi a4 y los traseros son los originales del vocho pero ya de ahí le quedaron bien la verdad todo bien no puedo pedir más al 100% y conforme con el producto.
0,"Pésima calidad, no gasten su dinero en estos cubreasientos, aparte de que no se ajustan bien son muy delgados."
1,Pues en los asientos delanteros y en las cabeceras muy bien en el sillón de atrás se rompió y queda muy corto.
1,"Las fundas me parecen buenas al principio tenía mis dudas por el tipo de material pero las puse tengo como tres semanas usándolas y están muy bien,las recomiendo."
1,"Buen producto con respecto a relación precio calidad, lo único que trae un manual genérico para la colocación de los mismos, tienes que hacer uso de tu lógica para ponerlos, el material es cuerhule espero y duren por lo menos un año."
0,"Preguntr antes de comprarlo y ne dijeron que si le wuedaba a mi auto y hoy se lo trataron de poner no lr quedo el material es muy delgado no trae orificios para cintos, los clips desechables no sirvieron en fin fue una muy mala compra."
1,El producto está bien solo que la calidad del material es muy mala es demasiado delgado pero por el precio supongo que está bien.
0,Pesima calidad. Pedi devolución de mi dinero pero mercado libre no lo autorizo. Pesimo lugar para comprar.
1,Por el precio están bien 👍.
0,Malo ofrecen cuero y es plástico.
1,"No se mantienen en su lugar, se mueven demasiado a pesar de que los amarres como se dice."
0,Por lo menos a los asientos de mi carro le quedaron enormes.
0,El producto salió muy mal se rompió muy rápido.
0,Mala calidad.
0,No es de buena calidad ya los deseche.
0,"No era lo que esperaba, no le sirvió a mi auto."
1,"No era lo que esperaba, no lo he checado bien, pero parece que no es cierto, está muy delgado, los elasticidad que trae para agarrarlo se rompen muy fácilmente, no aguanta el estirón para amarrarlo bien."
1,"El producto tiene la calidad perfecta al precio que cuesta. Es un producto económico.
Lo que si es que ponen una foto del producto muy superior a la realidad."
0,Bonitos pero estan un poco delgados.
1,Noes la calidad que esperaba.
1,Al quedar un poco grande se pudo ajustar a los asientos. No se aún que tan fácil son para limpiar. Pero no me desagrado. Gracias.
1,Buen producto.
0,"Se rompieron en menos de 5 meses, son muy malos no los compren. Mi auto es de uso particular lo uso 2 o 3 veces a la semana solamente y aún así se rompieron muy fácil. Exijo un reembolso."
0,Tela trasparente.
0,No le queda muy bien a mi dodge attitude y aparte la calidad es baja.
0,"Muuuy pero muuy malo, nada que ver con las fotos, se ve muy frágil.
Ni los puse, se ven pésimos en calidad. No te dejes llevar por las imágenes no son reales."
1,Por el frnte estan bien lo malo es por la parte de atras el marerial esta muy corriente la tela no da el plus que dice en imagen.
1,Me pareció muy bien nada más un poco delgado el material pero bien y le quedó pokito grande pero con los amarres quedó muy bien.
1,Están muy bonitos aunque si quedaron un poco grandes pero lucen bien.
1,Muy buen material.
1,
1,Super quedaron perfectos y levantaron la vista del auto.
1,Buen producto.
1,Todo muy bien gracias.
1,Me parece bien el material el precio y es fácil de limpiar.
1,Muy lindo.
1,Buen producto. Solo hay que leer las instrucciones. Le queda muy bien a un jetta 2024 a7. El único de talle es modificar el respaldo trasero.
1,No me duró mucho.
1,No era lo que esperaba.
1,Excelente producto perfecto se ajusto y se amoldo a los sillones y lucen como nuevos fascinado recomiendo ampliamente el producto 😁.
1,No son como imaginaba o se miraban pero con que cubran un tiempo el asiento. Está bien.
1,Muy buenos.
1,Son muy sencillos pero cumplen con su función.
1,Es bueno pero no ajusta a la perfección y el material calidad media.
1,Execelente 🤗.
1,El producto cumple.
0,"Mal producto, mejor busca un producto de más calidad, este solo dura un año, después se rompe fácilmente. No recomendable, lo barato sale caro, pues tengo que comprar otra funda."
1,"Muy buenos, se sienten rígidos y se ven bien en mi fiesta."
1,Se las puse a un onix 2023. Obviamente no son las que le corresponde pero quedaron bien.
1,Poco complejo instalarlo bien.
1,"Buen producto,el único problema es que mi carro es un 300 m craysler y la funda trasera quedó chica ,no me cubrió por completo el respaldo. Saludos."
1,Masno menos bien faltan cantas elásticas para que quede bien estirado ya que se rompen.
1,Excelente.
0,"Pues que les digo, no lo recomiendo. Porque me la mentarian. Jejeje."
1,Excelente.
1,Excelente buen precio y el material de buena calidad.
1,Bueno.
1,"El producto es bueno cumple con la espectativa, solo cabe indicar que no pueden emitir facturas."
1,Están buenas las recomiendo.
0,Muy sensillo.
1,Muy bien.
1,"El producto e muy bueno de buenos materiales en comparación al precio, es muy buen producto y se ajusta muy bien, a los asientos de mi coche, es un jetta 2007 y le quedan muy bien."
1,Para el precio si cumple xon lo esperado.
1,Me gustó.
0,"La cara posterior de muy mala calidad, definitivamente no me gustó. No se parece nada a los de el anuncio."
1,Buen producto relacionado al precio.
1,"El ajuste aún lo estoy checando, ya que queda un poco flojo, pero al parecer es buena opción para mantener los asientos limpios."
1,Por el precio muy bueno material de calidad lo recomiendo al 💯.
1,Excelente.
1,Muy bien por el precio aunque una funda del asiento de atrás si está un poco más chica pero sin embargo se ven bien.
1,Por el precio están bien son de calidad sencilla y es delgado el material pero por el precio están bien.
1,"Por el precio está muy bien, cumple su función, le quedó un poquito ajustado a un seat ibiza 2016. Pero nada grave. Recomendable 👍🏼."
1,No es tan ajustable hay que hacer algunos arreglos para que lusca bien en el auto en mi caso un versa.
0,Pues no muy buenos pero el precio lo dice todo.
1,Se ve muy original y me ayudó a salvarme de dos eventos de vómito 😝.
1,"Esta excelente me gusta.
Ya lo instalarle y mando foto."
1,Buen producto.
1,"Recibes lo que pagas, nada extraordinario, pero por el precio creo que está bien."
0,"El producto me pareció malo, se desgasta fácilmente."
1,Bueno.
1,"Quede un poco decepcionado,esperaba ,un poco mas de calidad ,pero pues , por el precio lo dice todo ,."
0,"Dura muy poco, me costo mucho poder adaptarlos en un march, y la durabilidad deja mucho que desear, al mes de uso se empezaron a cuartear y pelar."
1,Cumplen con los que te prometen.
0,"Malo, demasiado delgado , las correas de ajuste se rompen al mínimo jalon."
0,"Plástico ,te hace sudar,los elásticos para ajustarlos se rompieron."
1,"Excelente producto, calidad excelente aunque falta transpiración."
1,Bueno.
1,En lo particular no era el color se me hizo demasiado claro. Lo regrese.
1,Tiene mala calidad en la costura.
1,Lleva. Un mes y ya empieza a desagastarse.
1,Buena calidad y precio esta muy bien.
1,Muy buenoi se ajusta bien a los acientos.
1,Esta la tela muy delgada o sencilla no dura mucho.
1,Bueno asta hoy.
1,Excelente.
1,No es lo que esperaba pero por el precio está bien! es peor traer los asientos rotos 🤣.
0,Muy mala calidad muy frágil.
0,Se ve feo el color no es como el de la foto material es malo.
1,Es delgado el material hay que tratarlo con cuidado.
1,Muy buenos.
1,Me gustó por lo que pagué.
0,"La mera verdad pensé que estaba a como se muestra en la foto, además que no vienen bien las costuras muy baja calidad, los elasticos se rompen muy fácil. No queda mucho que desear."
0,No era lo que esperaba.
0,Mala calidad.
1,No lo volvería a comprar !!!.
1,"Bueno respeto al precio, es muy fácil de limpiar."
1,En las fotos aparenta ser más grueso el material y es un poco delgado.
1,"Buen producto, encontré el paquete en oferta y por eso decidí comprarlos, considero que es un buen material, combinación de polipiel y tela, se ajusta de manera muy bien a los asientos a parte de tener cintas elásticas para estirarlos, aunque el colo caki es muy elegante se mancha muy facil, son sencillos de lavar."
1,Solo me duraron 1 año en coche particular porque se comenzo a romper la tela que de por si es delgadizima y luego el vinipiel. Si lo ocupas para un taxi o algo siento que te duraran unos 6 meses. Mejor busca algo mas durarero.
0,No cubre bien los asientos del pilo y el copiloto.
1,"Están bien, cumplen su función."
1,Se ve muy elegante.
1,Todo excelente.
1,Excelente.
1,Hasta ahorita todo bien.
1,"Fue un poco difícil de acomodar en la camioneta, se ven bonitos."
0,No me quedaron en my camioneta.
1,Perfectos buen precio duraderos.
1,Muy bueno.
1,"Esta bien, solo el cubreasiento de atrás no se puede detener muy bien y se safa constantemente."
1,Excelente.
1,Excelente.
1,Buen producto.
1,No lo he puesto al coche jaj.
1,Muy buenos.
1,Excelente producto.
1,Cumple las expectativas a medias. Cuando lo comencé a instalar varios de los elásticos de sujeción se descosieron y la parte que trae de tela elástica es muy delgada y se rasga fácilmente.
1,Excelente producto!!!.
1,Muy bien.
1,"Muy simple.
L."
1,Esta más o menos.
1,Muy buen producto.
1,"Muy buena alternativa, buen producto."
0,"Funciona,.
Pero en primera al usar el equipo por primera vez sugiere hervir la manera con vinagre pero prevalece el sabor al químico que huele el producto al abrir la caja al despachar el agua.
Segunda.
Se hirvio la manguera más de una vez (3 veces) con agua y vinagre como sugieren en preguntas y respuestas pero sigue con el resabio de químico un poco menor que al principio pero no se le quita en su totalidad sigue ""picando"".
Posiblemente con el uso se limpie bien pero ese sabor no puede estar presente en el dispensador de agua.
Tercera no incluye su adaptador para garrafón porque queda suelto.
Busquen el mismo producto con las normas nom hay poca diferencia precio y no tienen esos inconvenientes y trae adaptador para garrafón."
